"name";"ecu_type";"stage";"car";"notes";"file_size";"file_name"
"Seat Leon 1.4 TSI Turbo-Benzin  91.9KW Bosch 0261S04654 03C906016  399401";;"Original";"Seat Leon 1.4";"This is a an Original file for Seat Leon 1.4";"2097152";"14807"
"Seat Leon 1.4 TSI Turbo-Benzin  91.9KW Bosch 0261S04654 03C906016  399401";;"Stage1";"Seat Leon 1.4";"This is a an Stage1 file for Seat Leon 1.4";"2097152";"14808"
"MB ML 270CDI 2001 Turbodiesel  125KW Bosch 0281010283 351225";;"Stage1";"MB ML 270CDI";"This is a an Stage1 file for MB ML 270CDI";"1048576";"11014"
"MB ML 270CDI 2001 Turbodiesel  125KW Bosch 0281010283 351225";;"Stage2";"MB ML 270CDI";"This is a an Stage2 file for MB ML 270CDI";"1048576";"11015"
"MB ML 270CDI 2001 Turbodiesel  125KW Bosch 0281010283 351225";;"Original";"MB ML 270CDI";"This is a an Original file for MB ML 270CDI";"1048576";"11016"
"MB ML 270CDI 2002 Turbodiesel  119.9KW Bosch 0281010283 351225";;"Stage2";"MB ML 270CDI";"This is a an Stage2 file for MB ML 270CDI";"1048576";"11017"
"MB ML 270CDI 2002 Turbodiesel  119.9KW Bosch 0281010283 351225";;"Original";"MB ML 270CDI";"This is a an Original file for MB ML 270CDI";"1048576";"11018"
"MB ML 270CDI 2002 Turbodiesel  119.9KW Bosch 0281010283 351225";;"Stage1";"MB ML 270CDI";"This is a an Stage1 file for MB ML 270CDI";"1048576";"11019"
"MB ML 270CDI 2002 Turbodiesel  125KW Bosch 0281010828 351690";;"Original";"MB ML 270CDI";"This is a an Original file for MB ML 270CDI";"1048576";"11020"
"MB ML 270CDI 2002 Turbodiesel  125KW Bosch 0281010828 351690";;"Stage1";"MB ML 270CDI";"This is a an Stage1 file for MB ML 270CDI";"1048576";"11021"
"MB ML 270CDI 2003 Turbodiesel  119.9KW Bosch 0281010796 Bosch 351671";;"Stage2";"MB ML 270CDI";"This is a an Stage2 file for MB ML 270CDI";"1048576";"11022"
"MB ML 270CDI 2003 Turbodiesel  119.9KW Bosch 0281010796 Bosch 351671";;"Stage1";"MB ML 270CDI";"This is a an Stage1 file for MB ML 270CDI";"1048576";"11023"
"MB ML 270CDI 2003 Turbodiesel  119.9KW Bosch 0281010796 Bosch 351671";;"Original";"MB ML 270CDI";"This is a an Original file for MB ML 270CDI";"1048576";"11024"
"MB ML 270CDI 2003 Turbodiesel  119.9KW Bosch 0281011408 Bosch 365120";;"Stage1";"MB ML 270CDI";"This is a an Stage1 file for MB ML 270CDI";"1048576";"11025"
"MB ML 270CDI 2003 Turbodiesel  119.9KW Bosch 0281011408 Bosch 365120";;"Original";"MB ML 270CDI";"This is a an Original file for MB ML 270CDI";"1048576";"11026"
"MB ML 270CDI 2004 Turbodiesel  119.9KW Bosch 0281011408 Bosch 365120";;"Stage1";"MB ML 270CDI";"This is a an Stage1 file for MB ML 270CDI";"1048576";"11027"
"MB ML 270CDI 2004 Turbodiesel  119.9KW Bosch 0281011408 Bosch 365120";;"Original";"MB ML 270CDI";"This is a an Original file for MB ML 270CDI";"1048576";"11028"
"MB ML 270 CDI 2003 Turbodiesel  119.9KW Bosch 0281010796 Bosch 351671";;"Stage2";"MB ML 270";"This is a an Stage2 file for MB ML 270";"1048576";"11031"
"MB ML 270 CDI 2003 Turbodiesel  119.9KW Bosch 0281010796 Bosch 351671";;"Original";"MB ML 270";"This is a an Original file for MB ML 270";"1048576";"11032"
"Mazda MX3 1.9 V6 Benzin  97.8KW Denso 079700-4241 ";;"Original";"Mazda MX3 1.9";"This is a an Original file for Mazda MX3 1.9";"32768";"9549"
"Mazda MX3 1.9 V6 Benzin  97.8KW Denso 079700-4241 ";;"Stage1";"Mazda MX3 1.9";"This is a an Stage1 file for Mazda MX3 1.9";"32768";"9550"
"Mazda MX3 1.9 V6 Benzin  97.8KW Denso 079753-2242 ";;"Original";"Mazda MX3 1.9";"This is a an Original file for Mazda MX3 1.9";"32768";"9551"
"Mazda MX3 1.9 V6 Benzin  97.8KW Denso 079753-2242 ";;"Stage1";"Mazda MX3 1.9";"This is a an Stage1 file for Mazda MX3 1.9";"32768";"9552"
"Peugeot 307 2.0 HDI 2.0 Turbodiesel  66.2KW Siemens 5WS40145A-T Siemens PM32193000000";;"Original";"Peugeot 307 2.0";"This is a an Original file for Peugeot 307 2.0";"524288";"13017"
"Peugeot 307 2.0 HDI 2.0 Turbodiesel  66.2KW Siemens 5WS40145A-T Siemens PM32193000000";;"Stage1";"Peugeot 307 2.0";"This is a an Stage1 file for Peugeot 307 2.0";"524288";"13018"
"Peugeot 307 2.0 HDI 2002 Turbodiesel  66.2KW Siemens 5WS40024F-T Siemens PM32033000000";;"Original";"Peugeot 307 2.0";"This is a an Original file for Peugeot 307 2.0";"524288";"13027"
"Peugeot 307 2.0 HDI 2004 Turbodiesel  66.2KW Siemens 5WS40024F-T Siemens PM32033000000";;"Stage1";"Peugeot 307 2.0";"This is a an Stage1 file for Peugeot 307 2.0";"524288";"13043"
"Peugeot 307 2.0 HDI 2004 Turbodiesel  66.2KW Siemens 5WS40024F-T Siemens PM32033000000";;"Original";"Peugeot 307 2.0";"This is a an Original file for Peugeot 307 2.0";"524288";"13044"
"Land Rover Range Rover 2.5 TD Turbodiesel  105.2KW Bosch 0281001272 Bosch 358762";;"Stage1";"Land Rover Range";"This is a an Stage1 file for Land Rover Range";"32768";"9149"
"Renault Clio 2.0 16V   KW Siemens  RE100A3000000";;"Original";"Renault Clio 2.0";"This is a an Original file for Renault Clio 2.0";"262144";"13684"
"Renault Clio 2.0 16V   KW Siemens  RE100A3000000";;"Stage1";"Renault Clio 2.0";"This is a an Stage1 file for Renault Clio 2.0";"262144";"13685"
"Renault Megane 1.6 2001 Benzin  78.7KW Siemens  RE10080000000";;"Original";"Renault Megane 1.6";"This is a an Original file for Renault Megane 1.6";"262144";"13871"
"Renault Megane 1.6 2001 Benzin  78.7KW Siemens  RE10080000000";;"Stage1";"Renault Megane 1.6";"This is a an Stage1 file for Renault Megane 1.6";"262144";"13872"
"VW Touareg R5 2004 Turbodiesel  128KW Bosch 0281010732 070906016  368412";;"Original";"VW Touareg R5";"This is a an Original file for VW Touareg R5";"1048576";"19620"
"VW Transporter 5 2.5 TDI pd R5 2006 Turbo-Diesel  128KW Bosch 0281014251 070906016DR 390622";;"Stage1";"VW Transporter 5";"This is a an Stage1 file for VW Transporter 5";"524288";"19919"
"VW Transporter 5 2.5 TDI pd R5 2006 Turbo-Diesel  128KW Bosch 0281014251 070906016DR 390622";;"Stage1";"VW Transporter 5";"This is a an Stage1 file for VW Transporter 5";"2097152";"19920"
"VW Golf5 2.0 SDI 2002 Diesel  55.2KW Bosch 0281011617 03G906016M 370652";;"Original";"VW Golf5 2.0";"This is a an Original file for VW Golf5 2.0";"1048576";"17021"
"VW Golf5 2.0 SDI 2002 Diesel  55.2KW Bosch 0281011617 03G906016M 370652";;"Stage1";"VW Golf5 2.0";"This is a an Stage1 file for VW Golf5 2.0";"1048576";"17022"
"VW Sharan 1.8 T 2004 Turbo-Benzin  110.3KW Bosch 0261204683 06A906018BT 358171";;"Original";"VW Sharan 1.8";"This is a an Original file for VW Sharan 1.8";"262144";"19017"
"VW Sharan 1.8 T 2004 Turbo-Benzin  110.3KW Bosch 0261204683 06A906018BT 358171";;"Stage1";"VW Sharan 1.8";"This is a an Stage1 file for VW Sharan 1.8";"262144";"19018"
"VW Sharan 1.9 TDI 2001 Turbodiesel  84.6KW Bosch 0281010751 038906019FC 362030";;"Original";"VW Sharan 1.9";"This is a an Original file for VW Sharan 1.9";"524288";"19021"
"VW Sharan 1.9 TDI 2001 Turbodiesel  84.6KW Bosch 0281010751 038906019FC 362030";;"Stage1";"VW Sharan 1.9";"This is a an Stage1 file for VW Sharan 1.9";"524288";"19022"
"MB SL350 3.5 V6 2008 Benzin  200.1KW Bosch 0261209376 395118";;"Original";"MB SL350 3.5";"This is a an Original file for MB SL350 3.5";"2097152";"11151"
"MB SL350 3.5 V6 2008 Benzin  200.1KW Bosch 0261209376 395118";;"Stage1";"MB SL350 3.5";"This is a an Stage1 file for MB SL350 3.5";"2097152";"11152"
"MB SLK 230K 2.0 Benzin  142KW Bosch 0261204527 ";;"Original";"MB SLK 230K";"This is a an Original file for MB SLK 230K";"262144";"11173"
"VW Golf 1.9 SDI 2002 Turbodiesel  50.7KW Bosch 0281011316 S01907 0281 367053";;"Original";"VW Golf 1.9";"This is a an Original file for VW Golf 1.9";"524288";"17181"
"VW Golf 1.9 SDI 2002 Turbodiesel  50.7KW Bosch 0281011316 S01907 0281 367053";;"Stage1";"VW Golf 1.9";"This is a an Stage1 file for VW Golf 1.9";"524288";"17182"
"Seat Ibiza 1.4 TSI 2009 Turbo-Benzin  110.3KW Bosch 0261S04707 03C906027AD 518220";;"Original";"Seat Ibiza 1.4";"This is a an Original file for Seat Ibiza 1.4";"262144";"14697"
"Seat Ibiza 1.4 TSI 2009 Turbo-Benzin  110.3KW Bosch 0261S04707 03C906027AD 518220";;"Stage1";"Seat Ibiza 1.4";"This is a an Stage1 file for Seat Ibiza 1.4";"262144";"14698"
"Seat Ibiza 1.4 TSI 2010 Turbo-Benzin  132.4KW Bosch 03C906027AD 518221";;"Stage1";"Seat Ibiza 1.4";"This is a an Stage1 file for Seat Ibiza 1.4";"262144";"14699"
"Seat Ibiza 1.4 TSI 2010 Turbo-Benzin  132.4KW Bosch 03C906027AD 518221";;"Original";"Seat Ibiza 1.4";"This is a an Original file for Seat Ibiza 1.4";"262144";"14700"
"PKW VW Passat 2008 Turbodiesel  103KW Bosch 03G906021AB 393514";;"Stage1";"PKW VW Passat";"This is a an Stage1 file for PKW VW Passat";"2101248";"13451"
"PKW VW Passat 2008 Turbodiesel  103KW Bosch 03G906021AB 393514";;"Original";"PKW VW Passat";"This is a an Original file for PKW VW Passat";"2101248";"13452"
"Seat Toledo 2.3 V5 1999 Benzin  110.3KW Bosch 0261206175 071906018K 352002";;"Stage2";"Seat Toledo 2.3";"This is a an Stage2 file for Seat Toledo 2.3";"262144";"15064"
"Seat Toledo 2.3 V5 1999 Benzin  110.3KW Bosch 0261206175 071906018K 352002";;"Original";"Seat Toledo 2.3";"This is a an Original file for Seat Toledo 2.3";"262144";"15065"
"Seat Toledo 2.3 V5 1999 Benzin  110.3KW Bosch 0261206175 071906018K 352002";;"Stage1";"Seat Toledo 2.3";"This is a an Stage1 file for Seat Toledo 2.3";"262144";"15066"
"Seat Toledo 2.3 V5 20V 2001 Benzin  125KW Bosch 0261206799 066906032A 360606";;"Original";"Seat Toledo 2.3";"This is a an Original file for Seat Toledo 2.3";"1048576";"15067"
"Seat Toledo 2.3 V5 20V 2001 Benzin  125KW Bosch 0261206799 066906032A 360606";;"Stage1";"Seat Toledo 2.3";"This is a an Stage1 file for Seat Toledo 2.3";"1048576";"15068"
"Seat Toledo 2.3 V5 20V 2001 Benzin  125KW Bosch 0261206799 066906032A 360606";;"Stage2";"Seat Toledo 2.3";"This is a an Stage2 file for Seat Toledo 2.3";"1048576";"15069"
"Seat Toledo 2.3 V5 20V 2001 Benzin  125KW Bosch 0261206799 066906032A 360606";;"Stage3";"Seat Toledo 2.3";"This is a an Stage3 file for Seat Toledo 2.3";"1048576";"15070"
"Citroen Xsara 2.0 HDI 2003 Turbodiesel  66.2KW Bosch 0281011521 369504";;"Stage1";"Citroen Xsara 2.0";"This is a an Stage1 file for Citroen Xsara 2.0";"524288";"7411"
"BMW E83 X3-3.0i 2005 Benzin  169.9KW Siemens 5WK93014 Siemens ";;"Stage1";"BMW E83 X3-3.0i";"This is a an Stage1 file for BMW E83 X3-3.0i";"1048576";"6358"
"BMW E83 X3-3.0i 2005 Benzin  169.9KW Siemens 5WK93018 Siemens ";;"Original";"BMW E83 X3-3.0i";"This is a an Original file for BMW E83 X3-3.0i";"1048576";"6359"
"BMW E83 X3-3.0i 2005 Benzin  169.9KW Siemens 5WK93018 Siemens ";;"Original";"BMW E83 X3-3.0i";"This is a an Original file for BMW E83 X3-3.0i";"1048576";"6360"
"BMW E83 X3-3.0i 2005 Benzin  169.9KW Siemens 5WK93018 Siemens ";;"Stage1";"BMW E83 X3-3.0i";"This is a an Stage1 file for BMW E83 X3-3.0i";"1048576";"6361"
"BMW E83 X3-3.0i 2005 Benzin  169.9KW Siemens 5WK93018 Siemens ";;"Stage1";"BMW E83 X3-3.0i";"This is a an Stage1 file for BMW E83 X3-3.0i";"1048576";"6362"
"BMW E83 X3 2.0D 2006 Turbo-Diesel  110.3KW Bosch 0281013251 07809360 389882";;"Original";"BMW E83 X3";"This is a an Original file for BMW E83 X3";"2031616";"6369"
"BMW E83 X3 2.0D 2006 Turbo-Diesel  110.3KW Bosch 0281013251 07809360 389882";;"Stage1";"BMW E83 X3";"This is a an Stage1 file for BMW E83 X3";"2031616";"6370"
"Seat Leon 2.0 TFSI Turbo-Benzin  147.1KW Bosch 0261S05216 1P0907115Q 501823";;"Original";"Seat Leon 2.0";"This is a an Original file for Seat Leon 2.0";"2097152";"14965"
"Seat Leon 2.0 TFSI Turbo-Benzin  147.1KW Bosch 0261S05216 1P0907115Q 501823";;"Stage1";"Seat Leon 2.0";"This is a an Stage1 file for Seat Leon 2.0";"2097152";"14966"
"DAF CF85 380 2003 Turbodiesel  279.5KW Bosch ";;"Stage1";"DAF CF85 380";"This is a an Stage1 file for DAF CF85 380";"262144";"7520"
"DAF CF85 380 2003 Turbodiesel  279.5KW Bosch ";;"Original";"DAF CF85 380";"This is a an Original file for DAF CF85 380";"262144";"7521"
"DAF CF85 380 2003 Turbodiesel  279.5KW Bosch ";;"Original";"DAF CF85 380";"This is a an Original file for DAF CF85 380";"262144";"7522"
"DAF CF85 380 2003 Turbodiesel  279.5KW Bosch ";;"Stage1";"DAF CF85 380";"This is a an Stage1 file for DAF CF85 380";"262144";"7523"
"DAF CF85 380 2003 Turbodiesel  279.5KW Bosch ";;"Original";"DAF CF85 380";"This is a an Original file for DAF CF85 380";"262144";"7524"
"DAF CF85 380 2003 Turbodiesel  279.5KW Bosch ";;"Stage1";"DAF CF85 380";"This is a an Stage1 file for DAF CF85 380";"262144";"7525"
"Renault Laguna 2 2.2 DCI 2003 Turbodiesel  110.3KW Bosch 0281011103 Bosch 369183";;"Stage1";"Renault Laguna 2";"This is a an Stage1 file for Renault Laguna 2";"524288";"13785"
"Renault Laguna 2 2.2 DCI 2003 Turbodiesel  110.3KW Bosch 0281011103 Bosch 369183";;"Original";"Renault Laguna 2";"This is a an Original file for Renault Laguna 2";"524288";"13786"
"Renault Laguna 2 2.2 DCI 2003 Turbodiesel  110.3KW Bosch 0281011103 Bosch 369183";;"Stage2";"Renault Laguna 2";"This is a an Stage2 file for Renault Laguna 2";"524288";"13787"
"Renault Megane 2 1.9 DCI 2004 Turbo-Diesel  88.3KW Bosch 8200305678 0281011275 367766";;"Original";"Renault Megane 2";"This is a an Original file for Renault Megane 2";"131072";"13919"
"Renault Megane 2 1.9 DCI 2004 Turbo-Diesel  88.3KW Bosch 8200305678 0281011275 367766";;"Stage1";"Renault Megane 2";"This is a an Stage1 file for Renault Megane 2";"131072";"13920"
"BMW E39 528i 1996 Benzin  142KW Bosch 1429861 4101";;"Original";"BMW E39 528i";"This is a an Original file for BMW E39 528i";"24576";"4930"
"BMW E39 528i 1996 Benzin  142KW Bosch 1429861 4101";;"Stage1";"BMW E39 528i";"This is a an Stage1 file for BMW E39 528i";"24576";"4931"
"BMW E39 528i 1996 Benzin  142KW Bosch 1429861 4101";;"Stage2";"BMW E39 528i";"This is a an Stage2 file for BMW E39 528i";"24576";"4932"
"BMW E39 528i 1997 Benzin  142KW Bosch 1429861 4101";;"Original";"BMW E39 528i";"This is a an Original file for BMW E39 528i";"24576";"4937"
"BMW E39 528i 1997 Benzin  142KW Bosch 1429861 4101";;"Stage1";"BMW E39 528i";"This is a an Stage1 file for BMW E39 528i";"24576";"4938"
"MB Actros 4146 2003 Turbodiesel  338.3KW Temic OM501LA.III-9-01  56E";;"Stage1";"MB Actros 4146";"This is a an Stage1 file for MB Actros 4146";"524288";"9687"
"MB Actros 4146 2003 Turbodiesel  338.3KW Temic OM501LA.III-9-01  56E";;"Original";"MB Actros 4146";"This is a an Original file for MB Actros 4146";"524288";"9688"
"MB Actros 440 1844 2003 Turbodiesel  323.6KW Temic OM501LA.III-18-00 56E";;"Stage1";"MB Actros 440";"This is a an Stage1 file for MB Actros 440";"524288";"9689"
"MB Actros 440 1844 2003 Turbodiesel  323.6KW Temic OM501LA.III-18-00 56E";;"Original";"MB Actros 440";"This is a an Original file for MB Actros 440";"524288";"9690"
"Opel Astra-H 1.7 CDTi 2005 Turbodiesel  58.8KW Bosch 0281011380 Bosch 370433";;"Stage1";"Opel Astra-H 1.7";"This is a an Stage1 file for Opel Astra-H 1.7";"1048576";"11990"
"Opel Astra-H 1.7 CDTi 2005 Turbodiesel  58.8KW Bosch 0281011380 Bosch 370433";;"Stage2";"Opel Astra-H 1.7";"This is a an Stage2 file for Opel Astra-H 1.7";"1048576";"11991"
"Opel Astra-H 1.7 CDTi 2005 Turbodiesel  58.8KW Bosch 0281011380 Bosch 370433";;"Original";"Opel Astra-H 1.7";"This is a an Original file for Opel Astra-H 1.7";"1048576";"11992"
"Opel Astra-H 1.7 CDTi 2005 Turbodiesel  58.8KW Bosch 0281011380 Bosch 374424";;"Original";"Opel Astra-H 1.7";"This is a an Original file for Opel Astra-H 1.7";"1048576";"11993"
"Opel Astra-H 1.7 CDTi 2005 Turbodiesel  58.8KW Bosch 0281011380 Bosch 374424";;"Stage1";"Opel Astra-H 1.7";"This is a an Stage1 file for Opel Astra-H 1.7";"1048576";"11994"
"Opel Astra-H 1.7 CDTi 2005 Turbodiesel  58.8KW Bosch 0281011943 Bosch 371443";;"Stage1";"Opel Astra-H 1.7";"This is a an Stage1 file for Opel Astra-H 1.7";"1048576";"11995"
"Opel Astra-H 1.7 CDTi 2005 Turbodiesel  58.8KW Bosch 0281011943 Bosch 371443";;"Original";"Opel Astra-H 1.7";"This is a an Original file for Opel Astra-H 1.7";"1048576";"11996"
"Opel Astra-H 1.7 CDTi 2005 Turbodiesel  58.8KW Bosch 0281011943 Bosch 371443";;"Stage2";"Opel Astra-H 1.7";"This is a an Stage2 file for Opel Astra-H 1.7";"1048576";"11997"
"Opel Astra 1.7 CDTi 2000 Turbodiesel  58.8KW Bosch 0281010859 Bosch 367182";;"Stage1";"Opel Astra 1.7";"This is a an Stage1 file for Opel Astra 1.7";"524288";"12083"
"Opel Astra 1.7 CDTi 2000 Turbodiesel  58.8KW Bosch 0281010859 Bosch 367182";;"Original";"Opel Astra 1.7";"This is a an Original file for Opel Astra 1.7";"524288";"12084"
"Renault Kango 1.9 DTI 1999 Turbodiesel  58.8KW Bosch 0281001878 Bosch 352984-985";;"Stage1";"Renault Kango 1.9";"This is a an Stage1 file for Renault Kango 1.9";"262144";"13737"
"Renault Kango 1.9 DTI 1999 Turbodiesel  58.8KW Bosch 0281001878 Bosch 352984-985";;"Original";"Renault Kango 1.9";"This is a an Original file for Renault Kango 1.9";"262144";"13738"
"Peugeot 207 1.6 HDI 2011  67.7KW Bosch  515822";;"Original";"Peugeot 207 1.6";"This is a an Original file for Peugeot 207 1.6";"2097152";"12897"
"Peugeot 207 1.6 HDI 2011  67.7KW Bosch  515822";;"Stage1";"Peugeot 207 1.6";"This is a an Stage1 file for Peugeot 207 1.6";"2097152";"12898"
"Ford Fiesta TDCI 2011  69.9KW Bosch  511275";;"Stage1";"Ford Fiesta TDCI";"This is a an Stage1 file for Ford Fiesta TDCI";"2097152";"7993"
"Ford Fiesta TDCI 2011  69.9KW Bosch  511275";;"Original";"Ford Fiesta TDCI";"This is a an Original file for Ford Fiesta TDCI";"2097152";"7994"
"Opel Corsa-A 1.6i 1990 Benzin  72.1KW Bosch 0261200942 Bosch 356256";;"Stage2";"Opel Corsa-A 1.6i";"This is a an Stage2 file for Opel Corsa-A 1.6i";"32768";"12150"
"Opel Corsa-A 1.6i 1990 Benzin  72.1KW Bosch 0261200942 Bosch 356256";;"Stage3";"Opel Corsa-A 1.6i";"This is a an Stage3 file for Opel Corsa-A 1.6i";"32768";"12151"
"Opel Corsa-A 1.6i 1990 Benzin  72.1KW Bosch 0261200942 Bosch 356256";;"Original";"Opel Corsa-A 1.6i";"This is a an Original file for Opel Corsa-A 1.6i";"32768";"12152"
"Opel Corsa-A 1.6i 1990 Benzin  72.1KW Bosch 0261200942 Bosch 356256";;"Stage1";"Opel Corsa-A 1.6i";"This is a an Stage1 file for Opel Corsa-A 1.6i";"32768";"12153"
"Volvo Truck FH13 440 2002 Turbodiesel  323.6KW Bosch  766 21";;"Original";"Volvo Truck FH13";"This is a an Original file for Volvo Truck FH13";"65536";"15917"
"Volvo Truck FH13 440 2002 Turbodiesel  323.6KW Bosch  766 21";;"Stage1";"Volvo Truck FH13";"This is a an Stage1 file for Volvo Truck FH13";"65536";"15918"
"Volvo Truck FH13 440 2007 Turbodiesel  323.6KW Bosch  766 21";;"Original";"Volvo Truck FH13";"This is a an Original file for Volvo Truck FH13";"65536";"15921"
"Volvo Truck FH13 440 2007 Turbodiesel  323.6KW Bosch  766 21";;"Stage1";"Volvo Truck FH13";"This is a an Stage1 file for Volvo Truck FH13";"65536";"15922"
"BMW E46 M3 3.2i 1998 Benzin  252.3KW Bosch 115852 7833284 115852";;"Stage1";"BMW E46 M3";"This is a an Stage1 file for BMW E46 M3";"32768";"5531"
"BMW E46 M3 3.2i 1998 Benzin  252.3KW Bosch 115852 7833284 115852";;"Original";"BMW E46 M3";"This is a an Original file for BMW E46 M3";"32768";"5532"
"BMW E46 M3 3.2i 2003 Benzin  252.3KW Bosch 7837941 2101";;"Stage1";"BMW E46 M3";"This is a an Stage1 file for BMW E46 M3";"65536";"5538"
"BMW E46 M3 3.2i 2003 Benzin  252.3KW Bosch 7837941 2101";;"Original";"BMW E46 M3";"This is a an Original file for BMW E46 M3";"65536";"5539"
"BMW E46 M3 3.2i 2003 Benzin  252.3KW Bosch 7837941 2101";;"Stage2";"BMW E46 M3";"This is a an Stage2 file for BMW E46 M3";"65536";"5540"
"BMW E46 M3 3.2i 2004 Benzin  252.3KW Bosch 7835584 1701";;"Stage1";"BMW E46 M3";"This is a an Stage1 file for BMW E46 M3";"65536";"5541"
"BMW E46 318D Turbodiesel  89.7KW Bosch 0281011653 Bosch 361879";;"Stage1";"BMW E46 318D";"This is a an Stage1 file for BMW E46 318D";"1048576";"5108"
"BMW E46 318D Turbodiesel  89.7KW Bosch 0281011653 Bosch 361879";;"Original";"BMW E46 318D";"This is a an Original file for BMW E46 318D";"1048576";"5109"
"BMW E46 318D Turbodiesel  89.7KW Bosch 0281011653 Bosch 361879";;"Stage2";"BMW E46 318D";"This is a an Stage2 file for BMW E46 318D";"1048576";"5110"
"BMW E87 118D 2002 Turbodiesel  89.7KW Bosch 0281011631 077696558 371269";;"Stage1";"BMW E87 118D";"This is a an Stage1 file for BMW E87 118D";"2031616";"6395"
"BMW E87 118D 2002 Turbodiesel  89.7KW Bosch 0281011631 077696558 371269";;"Original";"BMW E87 118D";"This is a an Original file for BMW E87 118D";"2031616";"6396"
"BMW E87 118D Turbodiesel  89.7KW Bosch 0281012335 Bosch 374554";;"Original";"BMW E87 118D";"This is a an Original file for BMW E87 118D";"2105344";"6397"
"Opel Astra-F 2.0 16V 1996 Benzin  100KW Siemens-Continental 5WK9073 0519068 010";;"Stage2";"Opel Astra-F 2.0";"This is a an Stage2 file for Opel Astra-F 2.0";"131072";"11858"
"BMW E39 3.0d 2001 Turbo-Diesel  142KW Bosch 0 090799 14 351513";;"Stage1";"BMW E39 3.0d";"This is a an Stage1 file for BMW E39 3.0d";"524288";"4745"
"BMW E39 3.0d 2001 Turbo-Diesel  142KW Bosch 0 090799 14 351513";;"Original";"BMW E39 3.0d";"This is a an Original file for BMW E39 3.0d";"524288";"4746"
"BMW E39 3.0d 2001 Turbo-Diesel  142KW Bosch 0 090799 14 351761";;"Original";"BMW E39 3.0d";"This is a an Original file for BMW E39 3.0d";"524288";"4747"
"BMW E39 3.0d 2001 Turbo-Diesel  142KW Bosch 0 090799 14 351761";;"Stage1";"BMW E39 3.0d";"This is a an Stage1 file for BMW E39 3.0d";"524288";"4748"
"BMW E39 3.0d 2001 Turbo-Diesel  142KW Bosch 0 090799 14 351761";;"Stage1";"BMW E39 3.0d";"This is a an Stage1 file for BMW E39 3.0d";"524288";"4749"
"BMW E39 3.0d 2001 Turbo-Diesel  142KW Bosch 0 090799 14 351761";;"Original";"BMW E39 3.0d";"This is a an Original file for BMW E39 3.0d";"524288";"4750"
"BMW E39 3.0d 2003 Turbo-Diesel  142KW Bosch 0 090799 14 351761";;"Original";"BMW E39 3.0d";"This is a an Original file for BMW E39 3.0d";"524288";"4760"
"BMW E39 3.0d 2003 Turbo-Diesel  142KW Bosch 0 090799 14 351761";;"Stage1";"BMW E39 3.0d";"This is a an Stage1 file for BMW E39 3.0d";"524288";"4761"
"BMW E39 3.0d Turbodiesel  135.3KW Bosch 0281010314 0 090799 14 351761";;"Stage1";"BMW E39 3.0d";"This is a an Stage1 file for BMW E39 3.0d";"524288";"4771"
"BMW E39 3.0d Turbodiesel  135.3KW Bosch 0281010314 0 090799 14 351761";;"Stage2";"BMW E39 3.0d";"This is a an Stage2 file for BMW E39 3.0d";"524288";"4772"
"BMW E39 3.0d Turbodiesel  135.3KW Bosch 0281010314 0 090799 14 351761";;"Original";"BMW E39 3.0d";"This is a an Original file for BMW E39 3.0d";"524288";"4773"
"MB E55 5.5 AMG V8 Benzin  KW  Bosch 356322";;"Original";"MB E55 5.5";"This is a an Original file for MB E55 5.5";"262144";"10364"
"MB E55 5.5 AMG V8 Benzin  KW  Bosch 356322";;"Stage1";"MB E55 5.5";"This is a an Stage1 file for MB E55 5.5";"262144";"10365"
"Peugeot 307 1.6 HDI 2002 Turbodiesel  80.9KW Bosch 0281011234  Bosch 372090";;"Stage2";"Peugeot 307 1.6";"This is a an Stage2 file for Peugeot 307 1.6";"1048576";"12982"
"Peugeot 307 1.6 HDI 2002 Turbodiesel  80.9KW Bosch 0281011234  Bosch 372090";;"Original";"Peugeot 307 1.6";"This is a an Original file for Peugeot 307 1.6";"1048576";"12983"
"Peugeot 307 1.6 HDI 2002 Turbodiesel  80.9KW Bosch 0281011234  Bosch 372090";;"Stage1";"Peugeot 307 1.6";"This is a an Stage1 file for Peugeot 307 1.6";"1048576";"12984"
"Peugeot 307 1.6 HDI Turbodiesel  80.9KW Bosch 0281011234  Bosch 370639";;"Stage1";"Peugeot 307 1.6";"This is a an Stage1 file for Peugeot 307 1.6";"1048576";"13007"
"Peugeot 307 1.6 HDI Turbodiesel  80.9KW Bosch 0281011234  Bosch 370639";;"Original";"Peugeot 307 1.6";"This is a an Original file for Peugeot 307 1.6";"1048576";"13008"
"Renault Megane 1.9 DCI 2003 Turbodiesel  88.3KW Bosch 0281011776  Bosch 369239";;"Stage1";"Renault Megane 1.9";"This is a an Stage1 file for Renault Megane 1.9";"1048576";"13885"
"Opel Omega-B 2.5d 1998 Turbodiesel  96.4KW Bosch 0281001428 Bosch 355010   HHH";;"Original";"Opel Omega-B 2.5d";"This is a an Original file for Opel Omega-B 2.5d";"32768";"12401"
"Opel Omega-B 2.5d 1998 Turbodiesel  96.4KW Bosch 0281001428 Bosch 355010   HHH";;"Stage1";"Opel Omega-B 2.5d";"This is a an Stage1 file for Opel Omega-B 2.5d";"32768";"12402"
"Peugeot 407 2.0 HDI Turbodiesel  100KW Siemens  PO30034000000";;"Original";"Peugeot 407 2.0";"This is a an Original file for Peugeot 407 2.0";"2097152";"13284"
